Store,Date,Total_Produce_Sales
S0058,2014-10-01,174069.27
S0059,2014-10-01,270242.72
S0060,2014-10-01,202100.79
S0061,2014-10-01,281633
S0062,2014-10-01,207623.45
S0063,2014-10-01,282279.44
S0064,2014-10-01,206682.36
S0065,2014-10-01,298884.09
S0066,2014-10-01,211392.42
S0067,2014-10-01,211103.49
S0068,2014-10-01,349532.54
S0069,2014-10-01,197914.68
S0070,2014-10-01,305653.26
S0071,2014-10-01,189014.8
S0072,2014-10-01,288125.46
S0073,2014-10-01,304863.88
S0074,2014-10-01,128926.53
S0075,2014-10-01,171796.16
S0076,2014-10-01,198221.91
S0077,2014-10-01,264256.72
S0078,2014-10-01,155881.52
S0079,2014-10-01,147578.63
S0082,2014-10-01,253611.15
S0083,2014-10-01,169232.25
S0084,2014-10-01,168754.1
S0085,2014-10-01,204407.38
S0001,2014-11-01,164032.75
S0002,2014-11-01,114288.36
S0003,2014-11-01,245400.02
S0004,2014-11-01,275461.13
S0005,2014-11-01,306740.64
S0006,2014-11-01,236216.92
S0007,2014-11-01,236153.69
S0008,2014-11-01,273608.43
S0009,2014-11-01,325741.1
S0010,2014-11-01,201517.55
S0011,2014-11-01,157067.45
S0012,2014-11-01,297740.46
S0013,2014-11-01,260643.97
S0014,2014-11-01,246711.33
S0015,2014-11-01,342971.22
S0016,2014-11-01,147824.12
S0017,2014-11-01,298415.9
S0018,2014-11-01,180000.3
S0019,2014-11-01,117379.25
S0020,2014-11-01,179338.69
S0021,2014-11-01,257879.86
S0022,2014-11-01,209930
S0023,2014-11-01,141403.51
S0024,2014-11-01,212161.1
S0025,2014-11-01,220984.06
S0026,2014-11-01,179674.09
S0027,2014-11-01,278516.47
S0028,2014-11-01,147230.15
S0029,2014-11-01,224903.13
S0030,2014-11-01,194738.78
S0031,2014-11-01,157567.12
S0032,2014-11-01,158933.04
S0033,2014-11-01,289666.8
S0034,2014-11-01,245893.71
S0035,2014-11-01,112511.39
S0036,2014-11-01,122274.42
S0037,2014-11-01,294100.86
S0038,2014-11-01,145864.3
S0039,2014-11-01,176321.92
S0040,2014-11-01,312692.78
S0041,2014-11-01,169623.47
S0042,2014-11-01,261085.02
S0043,2014-11-01,233456.68
S0044,2014-11-01,271723.8
S0045,2014-11-01,277080.88
S0046,2014-11-01,341300.71
S0047,2014-11-01,347450.9
S0048,2014-11-01,254502.5
S0049,2014-11-01,175429.47
S0050,2014-11-01,546144.05
S0051,2014-11-01,306137.33
S0052,2014-11-01,513181.76
S0053,2014-11-01,168226.34
S0054,2014-11-01,285565.45
S0055,2014-11-01,308896.63
S0056,2014-11-01,201163.7
S0057,2014-11-01,263971.16
S0058,2014-11-01,177762.33
S0059,2014-11-01,264303.12
S0060,2014-11-01,194252.66
S0061,2014-11-01,294435.53
S0062,2014-11-01,193869.17
S0063,2014-11-01,269672.48
S0064,2014-11-01,213632.03
S0065,2014-11-01,288635.93
S0066,2014-11-01,204284.56
S0067,2014-11-01,207056.1
S0068,2014-11-01,349883.81
S0069,2014-11-01,205298.96
S0070,2014-11-01,294270.52
S0071,2014-11-01,190780.77
S0072,2014-11-01,294578.45
S0073,2014-11-01,297502.62
S0074,2014-11-01,132244.76
S0075,2014-11-01,224499.98
S0076,2014-11-01,198486.28
S0077,2014-11-01,257774.6
S0078,2014-11-01,154468.35
S0079,2014-11-01,144139.05
S0082,2014-11-01,257439.13
S0083,2014-11-01,163791.03
S0084,2014-11-01,161227.32
S0085,2014-11-01,195023.01
S0001,2014-12-01,169510.32
S0002,2014-12-01,114268.9
S0003,2014-12-01,252202.41
S0004,2014-12-01,283133.98
S0005,2014-12-01,283836.94
S0006,2014-12-01,244869.19
S0007,2014-12-01,242162.82
S0008,2014-12-01,258632.06
S0009,2014-12-01,318240.54
S0010,2014-12-01,195792.64
S0011,2014-12-01,166098.96
S0012,2014-12-01,303085.37
S0013,2014-12-01,267498.57
S0014,2014-12-01,251351.94
S0015,2014-12-01,340098.48
S0016,2014-12-01,154185.72
S0017,2014-12-01,266668.49
S0018,2014-12-01,186043.11
S0019,2014-12-01,115412.21
S0020,2014-12-01,171588.01
S0021,2014-12-01,237074.7
S0022,2014-12-01,210963.9
S0023,2014-12-01,139563.28
S0024,2014-12-01,204997.85
S0025,2014-12-01,221122.58
S0026,2014-12-01,173141.95
S0027,2014-12-01,262252.42
S0028,2014-12-01,136324.8
S0029,2014-12-01,224599.54
S0030,2014-12-01,204355.2
S0031,2014-12-01,156478.25
S0032,2014-12-01,163939.81
S0033,2014-12-01,282989.24
S0034,2014-12-01,243054.39
S0035,2014-12-01,115428.51
S0036,2014-12-01,116365.1
S0037,2014-12-01,296977.37
S0038,2014-12-01,142760.39
S0039,2014-12-01,173247.08
S0040,2014-12-01,309277.29
S0041,2014-12-01,166604.05
S0042,2014-12-01,278644.76
S0043,2014-12-01,235610.34
S0044,2014-12-01,278236.91
S0045,2014-12-01,264000.79
S0046,2014-12-01,336879.21
S0047,2014-12-01,351933.21
S0048,2014-12-01,253652.99
S0049,2014-12-01,165153.14
S0050,2014-12-01,522027.06
S0051,2014-12-01,304530.28
S0052,2014-12-01,481487.42
S0053,2014-12-01,179002.42
S0054,2014-12-01,286709.09
S0055,2014-12-01,321163.59
S0056,2014-12-01,197485.11
S0057,2014-12-01,265941.21
S0058,2014-12-01,183989.84
S0059,2014-12-01,266370.27
S0060,2014-12-01,193080.75
S0061,2014-12-01,307018.34
S0062,2014-12-01,199922.68
S0063,2014-12-01,258974.44
S0064,2014-12-01,215821.05
S0065,2014-12-01,260285.25
S0066,2014-12-01,206347.1
S0067,2014-12-01,214557.19
S0068,2014-12-01,337811.52
S0069,2014-12-01,198153.47
S0070,2014-12-01,287761.68
S0071,2014-12-01,192601.01
S0072,2014-12-01,292215.43
S0073,2014-12-01,295365.36
S0074,2014-12-01,127728.59
S0075,2014-12-01,225604.52
S0076,2014-12-01,198014.93
S0077,2014-12-01,247225.98
S0078,2014-12-01,149898.24
S0079,2014-12-01,135898.92
S0082,2014-12-01,256339.4
S0083,2014-12-01,160538.43
S0084,2014-12-01,155146.77
S0085,2014-12-01,185057.7
S0001,2015-01-01,176500.67
S0002,2015-01-01,136668.61
S0003,2015-01-01,305208.25
S0004,2015-01-01,229020.78
S0005,2015-01-01,273002.21
S0006,2015-01-01,263358.36
S0007,2015-01-01,237605.68
S0008,2015-01-01,265821.76
S0009,2015-01-01,291402.87
S0010,2015-01-01,199826.06
S0011,2015-01-01,169284.02
S0012,2015-01-01,361643.62
S0013,2015-01-01,284544.68
S0014,2015-01-01,231707.21
S0015,2015-01-01,246183.86
S0016,2015-01-01,158191.76
S0017,2015-01-01,289570.47
S0018,2015-01-01,204680.04
S0019,2015-01-01,130784.22
S0020,2015-01-01,186978.86
S0021,2015-01-01,229234.99
S0022,2015-01-01,188748.87
S0023,2015-01-01,139501.43
S0024,2015-01-01,193016.6
S0025,2015-01-01,262323.29
S0026,2015-01-01,178849.97
S0027,2015-01-01,251562.17
S0028,2015-01-01,142568.67
S0029,2015-01-01,245192.16
S0030,2015-01-01,241538.61
S0031,2015-01-01,189033.73
S0032,2015-01-01,175067.86
S0033,2015-01-01,267844.46
S0034,2015-01-01,266281.27
S0035,2015-01-01,124765.05
S0036,2015-01-01,123089.47
S0037,2015-01-01,241044.39
S0038,2015-01-01,160737.13
S0039,2015-01-01,125774.84
S0040,2015-01-01,347779.39
S0041,2015-01-01,172568.28
S0042,2015-01-01,291668.72
S0043,2015-01-01,223327.13
S0044,2015-01-01,289511.37
S0045,2015-01-01,334724.04
S0046,2015-01-01,371421.54
S0047,2015-01-01,322434.86
S0048,2015-01-01,266975.96
S0049,2015-01-01,188679.58
S0050,2015-01-01,433025.73
S0051,2015-01-01,268883.24
S0052,2015-01-01,460184.46
S0053,2015-01-01,215832.85
S0054,2015-01-01,319495.98
S0055,2015-01-01,313342.16
S0056,2015-01-01,188422.82
S0057,2015-01-01,259448.8
S0058,2015-01-01,218776.41
S0059,2015-01-01,271191.56
S0060,2015-01-01,244678.6
S0061,2015-01-01,333652.1
S0062,2015-01-01,208248.45
S0063,2015-01-01,213983.24
S0064,2015-01-01,204137.73
S0065,2015-01-01,312329.72
S0066,2015-01-01,225404.17
S0067,2015-01-01,207521.26
S0068,2015-01-01,350678.42
S0069,2015-01-01,253730.23
S0070,2015-01-01,289818.58
S0071,2015-01-01,263581.43
S0072,2015-01-01,322103.88
S0073,2015-01-01,317244.71
S0074,2015-01-01,146972.84
S0075,2015-01-01,275142.21
S0076,2015-01-01,174993
S0077,2015-01-01,215653.34
S0078,2015-01-01,180064.9
S0079,2015-01-01,182402.4
S0080,2015-01-01,80831.22
S0081,2015-01-01,132257.51
S0082,2015-01-01,269022.4
S0083,2015-01-01,176427.93
S0084,2015-01-01,160237.52
S0085,2015-01-01,201557.67
S0001,2015-02-01,174706.91
S0002,2015-02-01,128012.95
S0003,2015-02-01,306194.49
S0004,2015-02-01,222253.25
S0005,2015-02-01,265895.31
S0006,2015-02-01,275135.02
S0007,2015-02-01,232129.18
S0008,2015-02-01,266723.3
S0009,2015-02-01,286517.98
S0010,2015-02-01,187528.79
S0011,2015-02-01,171747.63
S0012,2015-02-01,357283.55
S0013,2015-02-01,288146.36
S0014,2015-02-01,225045.54
S0015,2015-02-01,246952.36
S0016,2015-02-01,155970.47
S0017,2015-02-01,273903.38
S0018,2015-02-01,205393.92
S0019,2015-02-01,133537.71
S0020,2015-02-01,181707.22
S0021,2015-02-01,222634.69
S0022,2015-02-01,181932.6
S0023,2015-02-01,135807.03
S0024,2015-02-01,198450.49
S0025,2015-02-01,254277.85
S0026,2015-02-01,175017.08
S0027,2015-02-01,239308.85
S0028,2015-02-01,133595.02
S0029,2015-02-01,256656.98
S0030,2015-02-01,248822.07
S0031,2015-02-01,182704.94
S0032,2015-02-01,166013.63
S0033,2015-02-01,264433.64
S0034,2015-02-01,260181.2
S0035,2015-02-01,118571.1
S0036,2015-02-01,123501.64
S0037,2015-02-01,240118.42
S0038,2015-02-01,158145.86
S0039,2015-02-01,118493.35
S0040,2015-02-01,344933.17
S0041,2015-02-01,164813.43
S0042,2015-02-01,291743.2
S0043,2015-02-01,220671.54
S0044,2015-02-01,279325.93
S0045,2015-02-01,338905.81
S0046,2015-02-01,363347.88
S0047,2015-02-01,316898.74
S0048,2015-02-01,231859.53
S0049,2015-02-01,183596.42
S0050,2015-02-01,436402.06
S0051,2015-02-01,265888.52
S0052,2015-02-01,450793.36
S0053,2015-02-01,213433.86
S0054,2015-02-01,322253.39
S0055,2015-02-01,306739.9
S0056,2015-02-01,177515.3
S0057,2015-02-01,256958.64
S0058,2015-02-01,216152.47
S0059,2015-02-01,276629.49
S0060,2015-02-01,245417.42
S0061,2015-02-01,331815.5
S0062,2015-02-01,209006.66
S0063,2015-02-01,203777.73
S0064,2015-02-01,228566.87
S0065,2015-02-01,316898.77
S0066,2015-02-01,224058.9
S0067,2015-02-01,206363.88
S0068,2015-02-01,348229.75
S0069,2015-02-01,244267.55
S0070,2015-02-01,284653
S0071,2015-02-01,262874.77
S0072,2015-02-01,314384.5
S0073,2015-02-01,309241.86
S0074,2015-02-01,146788.62
S0075,2015-02-01,264724.18
S0076,2015-02-01,179972.28
S0077,2015-02-01,210768
S0078,2015-02-01,169334.59
S0079,2015-02-01,174938.63
S0080,2015-02-01,70091.5
S0081,2015-02-01,126722.43
S0082,2015-02-01,266344.16
S0083,2015-02-01,162679.69
S0084,2015-02-01,150909.74
S0085,2015-02-01,197187.96
S0001,2015-03-01,218993.52
S0002,2015-03-01,159714.1
S0003,2015-03-01,369781.97
S0004,2015-03-01,270078.21
S0005,2015-03-01,320928.33
S0006,2015-03-01,351706.2
S0007,2015-03-01,276716.03
S0008,2015-03-01,320946.68
S0009,2015-03-01,359525.29
S0010,2015-03-01,234486.44
S0011,2015-03-01,222839.92
S0012,2015-03-01,468742.14
S0013,2015-03-01,343391.01
S0014,2015-03-01,277986.08
S0015,2015-03-01,327074.91
S0016,2015-03-01,192483.1
S0017,2015-03-01,359812.37
S0018,2015-03-01,250305.35
S0019,2015-03-01,170669.67
S0020,2015-03-01,219880.65
S0021,2015-03-01,277493.52
S0022,2015-03-01,220606.4
S0023,2015-03-01,167747.87
S0024,2015-03-01,237661.15
S0025,2015-03-01,315698.39
S0026,2015-03-01,208188.89
S0027,2015-03-01,290781.48
S0028,2015-03-01,173971.49
S0029,2015-03-01,319412.62
S0030,2015-03-01,309012.11
S0031,2015-03-01,238019.35
S0032,2015-03-01,210173.78
S0033,2015-03-01,322356.1
S0034,2015-03-01,315639.54
S0035,2015-03-01,149732.09
S0036,2015-03-01,152341.64
S0037,2015-03-01,303600.17
S0038,2015-03-01,193782.24
S0039,2015-03-01,173780.63
S0040,2015-03-01,427675.76
S0041,2015-03-01,206453.96
S0042,2015-03-01,362437.73
S0043,2015-03-01,271968.45
S0044,2015-03-01,349473.79
S0045,2015-03-01,414555.42
S0046,2015-03-01,454695.58
S0047,2015-03-01,402679.51
S0048,2015-03-01,290768.37
S0049,2015-03-01,225444.95
S0050,2015-03-01,535514.83
S0051,2015-03-01,331202.16
S0052,2015-03-01,562584.62
S0053,2015-03-01,272280.32
S0054,2015-03-01,398328.44
S0055,2015-03-01,401250.26
S0056,2015-03-01,230136.71
S0057,2015-03-01,334139.44
S0058,2015-03-01,251245.04
S0059,2015-03-01,333541.4
S0060,2015-03-01,315550.14
S0061,2015-03-01,425018.56
S0062,2015-03-01,261928.88
S0063,2015-03-01,247796.57
S0064,2015-03-01,277063.12
S0065,2015-03-01,385959.83
S0066,2015-03-01,269692.46
S0067,2015-03-01,253757.13
S0068,2015-03-01,421828.56
S0069,2015-03-01,292161.5
S0070,2015-03-01,356707.5
S0071,2015-03-01,311605.51
S0072,2015-03-01,407675.51
S0073,2015-03-01,390648.49
S0074,2015-03-01,181676.18
S0075,2015-03-01,346794.05
S0076,2015-03-01,232796.3
S0077,2015-03-01,253859.26
S0078,2015-03-01,214189.19
S0079,2015-03-01,228276.84
S0080,2015-03-01,88509.55
S0081,2015-03-01,149204.08
S0082,2015-03-01,329202.46
S0083,2015-03-01,191392.75
S0084,2015-03-01,183808.29
S0085,2015-03-01,238865.83
S0001,2015-04-01,169020.76
S0002,2015-04-01,132603.4
S0003,2015-04-01,296864.52
S0004,2015-04-01,212688.74
S0005,2015-04-01,301503.46
S0006,2015-04-01,274610.03
S0007,2015-04-01,251251.24
S0008,2015-04-01,290550.07
S0009,2015-04-01,323060.15
S0010,2015-04-01,212386.07
S0011,2015-04-01,166985.9
S0012,2015-04-01,358137.41
S0013,2015-04-01,263418.2
S0014,2015-04-01,264910.03
S0015,2015-04-01,304647.02
S0016,2015-04-01,177306.35
S0017,2015-04-01,340039.72
S0018,2015-04-01,207889.18
S0019,2015-04-01,146991.28
S0020,2015-04-01,206652.79
S0021,2015-04-01,266755.23
S0022,2015-04-01,195962.55
S0023,2015-04-01,149273.44
S0024,2015-04-01,222065.11
S0025,2015-04-01,276096.78
S0026,2015-04-01,190792.76
S0027,2015-04-01,284391.54
S0028,2015-04-01,157708.29
S0029,2015-04-01,248806.42
S0030,2015-04-01,207506.49
S0031,2015-04-01,205901.37
S0032,2015-04-01,188852
S0033,2015-04-01,302126.66
S0034,2015-04-01,283212.94
S0035,2015-04-01,134962
S0036,2015-04-01,144060.27
S0037,2015-04-01,294795.33
S0038,2015-04-01,176684.34
S0039,2015-04-01,133180.43
S0040,2015-04-01,379863.56
S0041,2015-04-01,183672.95
S0042,2015-04-01,276579.85
S0043,2015-04-01,255526.05
S0044,2015-04-01,285345.7
S0045,2015-04-01,392598.27
S0046,2015-04-01,407863.32
S0047,2015-04-01,372959.63
S0048,2015-04-01,269254.29
S0049,2015-04-01,211851.77
S0050,2015-04-01,527687.87
S0051,2015-04-01,322090.44
S0052,2015-04-01,558748.56
S0053,2015-04-01,196384.51
S0054,2015-04-01,353713.12
S0055,2015-04-01,337024.21
S0056,2015-04-01,194990.23
S0057,2015-04-01,255093.07
S0058,2015-04-01,227256.74
S0059,2015-04-01,263146.33
S0060,2015-04-01,290877.87
S0061,2015-04-01,316098.69
S0062,2015-04-01,246564.76
S0063,2015-04-01,227211.7
S0064,2015-04-01,237321.9
S0065,2015-04-01,322603.94
S0066,2015-04-01,243273.09
S0067,2015-04-01,222215.74
S0068,2015-04-01,386563.16
S0069,2015-04-01,253808.7
S0070,2015-04-01,336915.29
S0071,2015-04-01,256531.51
S0072,2015-04-01,299927
S0073,2015-04-01,360404.26
S0074,2015-04-01,171888.69
S0075,2015-04-01,264936.81
S0076,2015-04-01,204222.39
S0077,2015-04-01,230121.91
S0078,2015-04-01,184752.77
S0079,2015-04-01,197204.02
S0080,2015-04-01,86770.93
S0081,2015-04-01,129315.09
S0082,2015-04-01,289891.8
S0083,2015-04-01,183674.18
S0084,2015-04-01,172521.67
S0085,2015-04-01,207810.84
S0001,2015-05-01,212767.84
S0002,2015-05-01,160135
S0003,2015-05-01,356992.38
S0004,2015-05-01,263765.44
S0005,2015-05-01,336246.68
S0006,2015-05-01,336423.39
S0007,2015-05-01,301960.68
S0008,2015-05-01,314080.06
S0009,2015-05-01,390772.23
S0010,2015-05-01,254075.19
S0011,2015-05-01,214494.49
S0012,2015-05-01,411059.25
S0013,2015-05-01,318642.41
S0014,2015-05-01,311237.44
S0015,2015-05-01,369627.77
S0016,2015-05-01,204242.52
S0017,2015-05-01,411875.93
S0018,2015-05-01,247926.78
S0019,2015-05-01,187961.66
S0020,2015-05-01,245367.67
S0021,2015-05-01,292621.36
S0022,2015-05-01,276159.98
S0023,2015-05-01,179543.43
S0024,2015-05-01,267642.32
S0025,2015-05-01,343854.59
S0026,2015-05-01,228139.41
S0027,2015-05-01,351888.36
S0028,2015-05-01,199127.32
S0029,2015-05-01,293779.05
S0030,2015-05-01,277369.81
S0031,2015-05-01,246638.07
S0032,2015-05-01,233618.4
S0033,2015-05-01,354260.41
S0034,2015-05-01,337839.99
S0035,2015-05-01,164252.37
S0036,2015-05-01,172685.45
S0037,2015-05-01,349155.32
S0038,2015-05-01,201675.42
S0039,2015-05-01,164214.8
S0040,2015-05-01,414781.72
S0041,2015-05-01,232688.35
S0042,2015-05-01,358799.75
S0043,2015-05-01,309688.94
S0044,2015-05-01,343673.33
S0045,2015-05-01,440123.15
S0046,2015-05-01,481972.75
S0047,2015-05-01,436673.04
S0048,2015-05-01,330072.77
S0049,2015-05-01,239499.53
S0050,2015-05-01,604325.55
S0051,2015-05-01,385823.78
S0052,2015-05-01,659767.93
S0053,2015-05-01,244567.31
S0054,2015-05-01,411444.91
S0055,2015-05-01,422573.01
S0056,2015-05-01,243523.02
S0057,2015-05-01,316945
S0058,2015-05-01,277378.68
S0059,2015-05-01,320711.47
S0060,2015-05-01,343768.41
S0061,2015-05-01,391734.16
S0062,2015-05-01,306540.9
S0063,2015-05-01,265109.07
S0064,2015-05-01,250224.34
S0065,2015-05-01,390548.45
S0066,2015-05-01,289231.95
S0067,2015-05-01,292381.26
S0068,2015-05-01,444062.78
S0069,2015-05-01,306888.39
S0070,2015-05-01,397154.63
S0071,2015-05-01,274139.64
S0072,2015-05-01,389089.76
S0073,2015-05-01,425955.34
S0074,2015-05-01,207418.47
S0075,2015-05-01,315393.81
S0076,2015-05-01,244263.32
S0077,2015-05-01,285931.14
S0078,2015-05-01,220849.86
S0079,2015-05-01,237198.57
S0080,2015-05-01,95145.76
S0081,2015-05-01,163967.45
S0082,2015-05-01,322712.53
S0083,2015-05-01,204738.09
S0084,2015-05-01,208657.29
S0085,2015-05-01,259814.56
S0001,2015-06-01,224984.23
S0002,2015-06-01,179599.44
S0003,2015-06-01,368092.88
S0004,2015-06-01,279416.68
S0005,2015-06-01,352681.46
S0006,2015-06-01,359935.99
S0007,2015-06-01,318474.66
S0008,2015-06-01,343086.76
S0009,2015-06-01,421951.09
S0010,2015-06-01,262498.79
S0011,2015-06-01,213005.06
S0012,2015-06-01,439485.17
S0013,2015-06-01,357794.83
S0014,2015-06-01,339455.84
S0015,2015-06-01,390658.19
S0016,2015-06-01,215197.87
S0017,2015-06-01,448017.23
S0018,2015-06-01,266376.78
S0019,2015-06-01,194489.12
S0020,2015-06-01,275026.6
S0021,2015-06-01,321559.67
S0022,2015-06-01,267943.67
S0023,2015-06-01,188790.4
S0024,2015-06-01,274358.76
S0025,2015-06-01,350542.91
S0026,2015-06-01,244956.95
S0027,2015-06-01,354407.23
S0028,2015-06-01,208316.64
S0029,2015-06-01,324163.8
S0030,2015-06-01,279026.56
S0031,2015-06-01,258985.19
S0032,2015-06-01,246652.3
S0033,2015-06-01,384903.93
S0034,2015-06-01,357350.63
S0035,2015-06-01,166178.08
S0036,2015-06-01,178342.8
S0037,2015-06-01,365574.01
S0038,2015-06-01,224987.05
S0039,2015-06-01,166063.87
S0040,2015-06-01,429936.72
S0041,2015-06-01,250559.71
S0042,2015-06-01,371163.32
S0043,2015-06-01,331471.86
S0044,2015-06-01,356135.73
S0045,2015-06-01,477629.16
S0046,2015-06-01,504169.06
S0047,2015-06-01,481638.38
S0048,2015-06-01,355339.34
S0049,2015-06-01,264040.71
S0050,2015-06-01,643606.17
S0051,2015-06-01,404844.32
S0052,2015-06-01,687914.36
S0053,2015-06-01,265744.79
S0054,2015-06-01,452193.14
S0055,2015-06-01,447439.99
S0056,2015-06-01,236464.08
S0057,2015-06-01,325530.46
S0058,2015-06-01,289887.11
S0059,2015-06-01,333887.7
S0060,2015-06-01,361910.85
S0061,2015-06-01,405187.24
S0062,2015-06-01,313617.17
S0063,2015-06-01,275633.9
S0064,2015-06-01,255664.99
S0065,2015-06-01,419668.86
S0066,2015-06-01,301086.14
S0067,2015-06-01,305195.79
S0068,2015-06-01,482375.02
S0069,2015-06-01,331554.06
S0070,2015-06-01,419468.58
S0071,2015-06-01,290051.4
S0072,2015-06-01,378293.66
S0073,2015-06-01,452481.47
S0074,2015-06-01,202738.29
S0075,2015-06-01,310564.48
S0076,2015-06-01,268717.75
S0077,2015-06-01,302328.58
S0078,2015-06-01,234178.09
S0079,2015-06-01,256484
S0080,2015-06-01,109362.76
S0081,2015-06-01,169696.34
S0082,2015-06-01,333373.22
S0083,2015-06-01,224515.63
S0084,2015-06-01,225628.39
S0085,2015-06-01,259758.26
S0001,2015-07-01,223336.07
S0002,2015-07-01,177827.72
S0003,2015-07-01,370799.2
S0004,2015-07-01,263650.23
S0005,2015-07-01,324129.63
S0006,2015-07-01,335026.64
S0007,2015-07-01,306808.99
S0008,2015-07-01,348199.36
S0009,2015-07-01,379642.09
S0010,2015-07-01,257390.23
S0011,2015-07-01,210402.02
S0012,2015-07-01,451325.96
S0013,2015-07-01,356988.27
S0014,2015-07-01,322494.58
S0015,2015-07-01,378296.83
S0016,2015-07-01,193918.11
S0017,2015-07-01,432835.89
S0018,2015-07-01,257469.72
S0019,2015-07-01,181152.19
S0020,2015-07-01,262050.88
S0021,2015-07-01,321080.78
S0022,2015-07-01,263225.56
S0023,2015-07-01,180222.74
S0024,2015-07-01,256450.33
S0025,2015-07-01,346783.76
S0026,2015-07-01,237279.11
S0027,2015-07-01,332691.31
S0028,2015-07-01,199942.05
S0029,2015-07-01,321592.83
S0030,2015-07-01,281741.21
S0031,2015-07-01,250716.13
S0032,2015-07-01,218103.68
S0033,2015-07-01,362520.96
S0034,2015-07-01,341642.8
S0035,2015-07-01,147149
S0036,2015-07-01,172373.53
S0037,2015-07-01,349390.98
S0038,2015-07-01,215295.48
S0039,2015-07-01,162547.33
S0040,2015-07-01,429266.77
S0041,2015-07-01,237012.63
S0042,2015-07-01,392909.5
S0043,2015-07-01,325994.59
S0044,2015-07-01,349567.14
S0045,2015-07-01,443838.38
S0046,2015-07-01,494668.43
S0047,2015-07-01,446031.42
S0048,2015-07-01,342865.8
S0049,2015-07-01,251028.37
S0050,2015-07-01,613126.21
S0051,2015-07-01,372297.31
S0052,2015-07-01,664888.73
S0053,2015-07-01,276852.86
S0054,2015-07-01,427351.82
S0055,2015-07-01,430768.88
S0056,2015-07-01,251065.67
S0057,2015-07-01,348923.78
S0058,2015-07-01,267239.21
S0059,2015-07-01,323541.26
S0060,2015-07-01,331220.53
S0061,2015-07-01,413432.07
S0062,2015-07-01,261895.35
S0063,2015-07-01,282755.51
S0064,2015-07-01,256154.62
S0065,2015-07-01,417987.74
S0066,2015-07-01,292983.8
S0067,2015-07-01,296289.43
S0068,2015-07-01,468248.48
S0069,2015-07-01,319090.23
S0070,2015-07-01,389318.27
S0071,2015-07-01,299767.58
S0072,2015-07-01,403134.7
S0073,2015-07-01,445292.95
S0074,2015-07-01,157262.81
S0075,2015-07-01,350481.56
S0076,2015-07-01,254592.41
S0077,2015-07-01,290325.98
S0078,2015-07-01,228396.49
S0079,2015-07-01,205137.1
S0080,2015-07-01,100291.03
S0081,2015-07-01,164701.68
S0082,2015-07-01,337660.61
S0083,2015-07-01,214980.79
S0084,2015-07-01,213694.7
S0085,2015-07-01,259647.79
S0001,2015-08-01,194610.94
S0002,2015-08-01,147894.83
S0003,2015-08-01,318219.38
S0004,2015-08-01,219539.21
S0005,2015-08-01,279719.62
S0006,2015-08-01,291230.68
S0007,2015-08-01,275635.99
S0008,2015-08-01,316173.89
S0009,2015-08-01,353052.98
S0010,2015-08-01,220233.49
S0011,2015-08-01,182766.51
S0012,2015-08-01,396634.87
S0013,2015-08-01,305666.52
S0014,2015-08-01,292586.97
S0015,2015-08-01,342869.17
S0016,2015-08-01,165468.76
S0017,2015-08-01,374709.61
S0018,2015-08-01,211326.62
S0019,2015-08-01,158312.75
S0020,2015-08-01,223267.42
S0021,2015-08-01,286686.42
S0022,2015-08-01,217813.75
S0023,2015-08-01,156993.46
S0024,2015-08-01,228478.47
S0025,2015-08-01,299775.96
S0026,2015-08-01,204930.46
S0027,2015-08-01,287276.1
S0028,2015-08-01,168253.96
S0029,2015-08-01,285347.84
S0030,2015-08-01,249574.86
S0031,2015-08-01,224672.63
S0032,2015-08-01,179550.94
S0033,2015-08-01,313804.06
S0034,2015-08-01,292473.38
S0035,2015-08-01,129415.59
S0036,2015-08-01,152152.6
S0037,2015-08-01,304961.79
S0038,2015-08-01,185694.35
S0039,2015-08-01,142125.19
S0040,2015-08-01,384384.98
S0041,2015-08-01,208168.21
S0042,2015-08-01,335452.17
S0043,2015-08-01,290343
S0044,2015-08-01,311880.5
S0045,2015-08-01,401231.36
S0046,2015-08-01,423622.79
S0047,2015-08-01,389005.69
S0048,2015-08-01,297230.08
S0049,2015-08-01,216801.29
S0050,2015-08-01,523522.57
S0051,2015-08-01,324076.55
S0052,2015-08-01,573513.47
S0053,2015-08-01,234134.35
S0054,2015-08-01,376293.66
S0055,2015-08-01,372786.24
S0056,2015-08-01,228263.83
S0057,2015-08-01,319707.86
S0058,2015-08-01,236244.61
S0059,2015-08-01,290593.65
S0060,2015-08-01,295793.24
S0061,2015-08-01,374229.83
S0062,2015-08-01,226447.69
S0063,2015-08-01,260175.74
S0064,2015-08-01,227343.17
S0065,2015-08-01,362284.45
S0066,2015-08-01,258825.77
S0067,2015-08-01,260280.88
S0068,2015-08-01,409954.1
S0069,2015-08-01,285871.3
S0070,2015-08-01,335206.77
S0071,2015-08-01,263479.32
S0072,2015-08-01,362067.03
S0073,2015-08-01,381853.5
S0074,2015-08-01,142839.89
S0075,2015-08-01,329049.16
S0076,2015-08-01,225236.03
S0077,2015-08-01,283284.49
S0078,2015-08-01,199720.29
S0079,2015-08-01,195342.42
S0080,2015-08-01,88447.56
S0081,2015-08-01,146358.48
S0082,2015-08-01,298538
S0083,2015-08-01,183505.48
S0084,2015-08-01,186255.33
S0085,2015-08-01,231077.8
S0001,2015-09-01,169414.44
S0002,2015-09-01,133978.91
S0003,2015-09-01,269514.86
